"Application ID","Object Type","CSV Batch","Application Batch","Path JPG","Genus Number","Genus + Species 1","Epthitet 1","Genus + Species 2","Epthitet 2","Subdivision","Notes","Feedback Alembo","Feedback Florence"
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021678.jpg","2856","Discopleura","","","","AME-N","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021679.jpg","2856","Discopleura","","","","AME-S","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021680.jpg","2856","Discopleura","","","","AME-N","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021681.jpg","2858","Aethusa","","","","Liguria","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021682.jpg","2858","Aethusa","","","","Piemonte","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021683.jpg","2858","Aethusa","","","","Valle d'Aosta","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021684.jpg","2858","Aethusa","","","","Lombardia","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021685.jpg","2858","Aethusa","","","","Venezia","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021686.jpg","2858","Aethusa","","","","Istria","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021687.jpg","2858","Aethusa","","","","Emilia","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021688.jpg","2858","Aethusa","","","","Toscana","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021689.jpg","2858","Aethusa","","","","Marche","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021690.jpg","2858","Aethusa","","","","ASI","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021691.jpg","2858","Aethusa","","","","ASI-CA","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021692.jpg","2858","Aethusa","","","","EUR","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021693.jpg","2858","Aethusa","","","","EUR","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021694.jpg","2858","Aethusa","","","","EUR","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021695.jpg","2858","Aethusa","","","","EUR","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021696.jpg","2858","Aethusa","","","","EUR","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021697.jpg","2858","Aethusa","","","","Tirolo Italiano","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021698.jpg","2858","Aethusa","","","","EUR","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021699.jpg","2858","Aethusa","","","","Piemonte","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021700.jpg","2858","Aethusa","cynapioides","","","EUR","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021701.jpg","2858","Aethusa","domestica","","","EUR","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021702.jpg","2858","Aethusa","gigantea","","","EUR","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021703.jpg","2859","Cymbocarpum","","","","ASI","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021704.jpg","2859","Cymbocarpum","","","","ASI-CA","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021705.jpg","2859","Cymbocarpum","","","","ASI","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021707.jpg","2861?","Capnophyllum","","","","AFR","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021708.jpg","2861/01","Krubera","","","","Calabria","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021709.jpg","2861/01","Krubera","","","","Sicilia e Malta","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021710.jpg","2861/01","Krubera","","","","Sardegna","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021711.jpg","2861/01","Krubera","","","","White","","",""
"2","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_01","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021712.jpg","2861","Capnophyllum","","","","AFR","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021713.jpg","2861","Capnophyllum","","","","AFR","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021714.jpg","2861","Capnophyllum","","","","ASI","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021715.jpg","2861","Capnophyllum","","","","EUR","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021716.jpg","2861","Capnophyllum","","","","ORTI -IT","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021717.jpg","2861","Capnophyllum","","","","AFR","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021718.jpg","2862","Siler","","","","ASI-CA","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021719.jpg","2862","Siler","","","","ORTI-IT","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021720.jpg","2862","Siler","","","","ASI","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021721.jpg","2863","Astydamia","","","","AFR","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021722.jpg","2865","Schultzia","","","","ASI","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021723.jpg","2866","Silaus","","","","EUR","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021724.jpg","2866","Silaus","","","","Abruzzo","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021725.jpg","2866","Silaus","","","","Basilicata","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021726.jpg","2866","Silaus","","","","Calabria","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021727.jpg","2866","Silaus","","","","Basilicata","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021728.jpg","2866","Silaus","","","","ASI","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021729.jpg","2866","Silaus","","","","ASI-CA","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021730.jpg","2866","Silaus","","","","EUR","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021731.jpg","2866","Silaus","","","","EUR","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021732.jpg","2866","Silaus","","","","EUR","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021733.jpg","2866","Silaus","","","","EUR","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021734.jpg","2866","Silaus","","","","Piemonte","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021735.jpg","2866","Silaus","","","","EUR","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021736.jpg","2866","Silaus","","","","EUR","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021737.jpg","2866","Silaus","","","","EUR","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021738.jpg","2866","Silaus","","","","EUR","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021739.jpg","2866","Silaus","","","","EUR","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021740.jpg","2866","Silaus","","","","EUR","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021741.jpg","2866","Silaus","","","","ORTI-IT","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021742.jpg","2868","Trochiscanthes","","","","Emilia","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021743.jpg","2868","Trochiscanthes","","","","Istria","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021744.jpg","2868","Trochiscanthes","","","","Lombardia","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021745.jpg","2868","Trochiscanthes","","","","Tirolo Italiano","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021746.jpg","2868","Trochiscanthes","","","","Liguria","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021747.jpg","2868","Trochiscanthes","","","","Piemonte","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021748.jpg","2868","Trochiscanthes","","","","Toscana","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021749.jpg","2868","Trochiscanthes","","","","Toscana","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021750.jpg","2868","Trochiscanthes","","","","Toscana","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021751.jpg","2868","Trochiscanthes","","","","Toscana","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021752.jpg","2868","Trochiscanthes","","","","Toscana","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021753.jpg","2868","Trochiscanthes","","","","EUR","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021754.jpg","2868","Trochiscanthes","","","","EUR","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021755.jpg","2869","Meum","","","","White","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021756.jpg","2869","Meum","","","","Liguria","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021757.jpg","2869","Meum","","","","Piemonte","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021758.jpg","","","","","","Piemonte","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021759.jpg","","","","","","","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021760.jpg","","","","","","","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021761.jpg","","","","","","","","",""
"3","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_02","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021762.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021763.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021764.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021765.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021766.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021767.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021768.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021769.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021770.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021771.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021772.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021773.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021774.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021775.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021776.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021777.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021778.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021779.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021780.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021781.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021782.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021783.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021784.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021785.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021786.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021787.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021788.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021789.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021790.jpg","","","","","","","","",""
"4","COVER","COVER_CP1_20240402_BATCH_0001","COVER_CP1_20240402_BATCH_0001_PART_03","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021791.jpg","","","","","","","","",""
